Subj,CC,trial,Q,F,P,Pword,Item,rt,Score
S20,cc4,366,clr,NW,unr,perfume,PORM,747,C
S20,cc4,367,clr,NW,unr,coke,TILKER,860,C
S20,cc4,368,clr,NW,unr,phase,REBINT,986,C
S20,cc4,369,deg,LF,rel,thaw,MELT,721,C
S20,cc4,370,clr,HF,unr,length,LIKE,691,C
S20,cc4,371,clr,NW,unr,skinny,ABLERM,599,C
S20,cc4,372,deg,HF,rel,wager,GAMBLE,797,C
S20,cc4,373,clr,HF,rel,design,MAKE,557,C
S20,cc4,374,clr,NW,unr,grizzly,ROOR,917,C
S20,cc4,375,clr,HF,rel,gravity,EARTH,608,C
S20,cc4,376,deg,NW,unr,bacon,OVERBLAPS,774,C
S20,cc4,377,clr,NW,unr,atom,BURFED,614,C
S20,cc4,378,deg,NW,unr,skirt,VADES,525,C
S20,cc4,379,deg,HF,rel,package,PRESENT,727,C
S20,cc4,380,clr,HF,unr,brave,DONE,904,C
S20,cc4,381,deg,NW,unr,college,BERE,1060,C
S20,cc4,382,deg,NW,unr,dress,NACE,905,C
S20,cc4,383,clr,HF,rel,cuddle,BEAR,595,C
S20,cc4,384,clr,NW,unr,sing,FONGE,539,C
S20,cc4,385,deg,HF,rel,exhale,BREATH,890,C
S20,cc4,386,clr,NW,unr,site,ANTIPOLD,725,C
S20,cc4,387,clr,LF,unr,croak,SPORT,663,C
S20,cc4,388,deg,LF,unr,juggler,CHEAP,699,C
S20,cc4,389,deg,HF,unr,brawl,WHITE,542,C
S20,cc4,390,clr,NW,unr,drug,HESTEL,600,C
S20,cc4,391,clr,LF,rel,crumb,CAKE,543,C
S20,cc4,392,clr,HF,unr,knock,FRONT,904,C
S20,cc4,393,deg,NW,unr,flask,FANTOM,739,C
S20,cc4,394,clr,NW,unr,chair,INTERMIET,821,C
S20,cc4,395,deg,LF,unr,barrel,PANTS,500,C
S20,cc4,396,clr,NW,unr,rose,OVERJAGE,511,C
S20,cc4,397,clr,LF,unr,seam,MONKEY,489,C
S20,cc4,398,clr,NW,unr,square,TRUDE,581,C
S20,cc4,399,deg,HF,rel,term,WORD,574,C
S20,cc4,400,clr,NW,unr,motor,VORD,485,C
S20,cc4,401,deg,HF,unr,handle,WINE,593,C
S20,cc4,402,clr,LF,rel,cliff,HANGER,1081,C
S20,cc4,403,deg,NW,unr,biscuit,REJATHED,637,C
S20,cc4,404,deg,HF,unr,free,NUMBER,610,C
S20,cc4,405,clr,HF,rel,rooster,MORNING,697,C
S20,cc4,406,deg,NW,unr,explode,DATHE,636,C
S20,cc4,407,deg,LF,unr,vest,BUNNY,577,C
S20,cc4,408,deg,HF,unr,mayor,IDEA,793,C
S20,cc4,409,deg,NW,unr,foot,TICED,537,C
S20,cc4,410,clr,NW,unr,dislike,ABNORD,659,C
S20,cc4,411,deg,LF,rel,ounce,PINT,871,C
S20,cc4,412,clr,NW,unr,kitten,SUBDOOP,660,C
S20,cc4,413,deg,NW,unr,house,ABDESS,729,C
S20,cc4,414,clr,HF,unr,voice,TELL,555,C
S20,cc4,415,clr,LF,unr,fury,LOUD,563,C
S20,cc4,416,clr,LF,rel,stomach,ACHE,684,C
S20,cc4,417,deg,NW,unr,stand,VOLKEL,608,C
S20,cc4,418,deg,NW,unr,quart,NEEPS,711,C
S20,cc4,419,clr,HF,unr,bush,FLOOR,521,C
S20,cc4,420,clr,NW,unr,avenue,OVERWEEF,532,C
S20,cc4,421,deg,HF,rel,piano,PLAY,574,C
S20,cc4,422,deg,NW,unr,pain,NIRT,710,C
S20,cc4,423,clr,LF,unr,paste,HINT,745,C
S20,cc4,424,clr,HF,unr,logic,SECOND,1610,C
S20,cc4,425,clr,NW,unr,sketch,SEMINART,715,C
S20,cc4,426,clr,HF,unr,mirage,UNCLE,588,C
S20,cc4,427,clr,NW,unr,robber,JIOT,596,C
S20,cc4,428,clr,NW,unr,desert,TORD,699,E
S20,cc4,429,deg,LF,rel,orchid,FLOWER,566,C
S20,cc4,430,deg,HF,unr,pour,FEMALE,767,C
S20,cc4,431,deg,NW,unr,where,NIDE,640,C
S20,cc4,432,clr,HF,rel,yawn,TIRED,854,C
S20,cc4,433,deg,HF,rel,scalp,HEAD,490,C
S20,cc4,434,clr,LF,unr,send,GARBAGE,661,C
S20,cc4,435,clr,NW,unr,minute,WOATER,651,C
S20,cc4,436,clr,NW,unr,neck,VELLS,575,C
S20,cc4,437,deg,NW,unr,bomb,PRENITY,615,C
S20,cc4,438,clr,NW,unr,pond,FANDER,638,C
S20,cc4,439,deg,HF,unr,town,HOME,659,C
S20,cc4,440,deg,NW,unr,death,VELP,663,C
S20,cc4,441,deg,LF,rel,musk,SCENT,604,C
S20,cc4,442,deg,NW,unr,used,RISHED,1123,C
S20,cc4,443,clr,HF,unr,gender,LIQUID,709,C
S20,cc4,444,clr,LF,unr,offend,BRAVE,616,C
S20,cc4,445,clr,HF,rel,private,ALONE,575,C
S20,cc4,446,deg,HF,rel,loop,CIRCLE,615,C
S20,cc4,447,deg,HF,rel,decide,KNOW,716,C
S20,cc4,448,clr,NW,unr,early,FRAGER,895,C
S20,cc4,449,deg,HF,unr,through,STRONG,618,C
S20,cc4,450,deg,NW,unr,judge,HERME,577,C
S20,cc4,451,clr,HF,rel,south,WEST,600,C
S20,cc4,452,clr,NW,unr,eternal,BIRES,880,C
S20,cc4,453,clr,NW,unr,casket,WOILY,540,C
S20,cc4,454,deg,NW,unr,cracker,GEENER,629,C
S20,cc4,455,deg,LF,rel,rise,SHINE,554,C
S20,cc4,456,clr,NW,unr,onion,PAME,500,C
S20,cc4,457,clr,NW,unr,watch,PREHOIN,527,C
S20,cc4,458,deg,NW,unr,icing,PORDLY,697,C
S20,cc4,459,deg,HF,rel,glove,HAND,492,C
S20,cc4,460,clr,NW,unr,nest,VARED,487,C
S20,cc4,461,deg,NW,unr,brush,GAKER,515,C
S20,cc4,462,deg,HF,unr,beam,HOTEL,525,C
S20,cc4,463,deg,NW,unr,spook,CORTED,615,C
S20,cc4,464,clr,LF,rel,throne,KING,557,C
S20,cc4,465,clr,NW,unr,tooth,SACE,598,C
S20,cc4,466,clr,LF,rel,graft,SKIN,589,C
S20,cc4,467,deg,HF,unr,fact,MANY,517,E
S20,cc4,468,clr,NW,unr,last,UNHURF,615,C
S20,cc4,469,clr,NW,unr,piece,ANTIVORM,1053,C
S20,cc4,470,clr,NW,unr,rabbit,BLIDE,1090,C
S20,cc4,471,deg,NW,unr,turtle,TIET,646,C
S20,cc4,472,deg,NW,unr,bicycle,BAGES,1259,C
S20,cc4,473,deg,NW,unr,spice,NONWAIM,729,C
S20,cc4,474,clr,NW,unr,toad,HOMPS,777,C
S20,cc4,475,clr,HF,unr,society,OPEN,554,C
S20,cc4,476,deg,NW,unr,rock,MIPER,563,C
S20,cc4,477,deg,NW,unr,fingers,TRIVEEF,715,C
S20,cc4,478,clr,HF,unr,bleach,FIGHT,558,C
S20,cc4,479,clr,LF,rel,walrus,TUSK,822,C
S20,cc4,480,clr,NW,unr,full,LORKED,581,C
S21,cc5,1,deg,NW,unr,wallet,FRAGER,1075,C
S21,cc5,2,deg,HF,unr,meaning,POLICE,1015,E
S21,cc5,3,clr,HF,unr,squad,REASON,1461,E
S21,cc5,4,deg,NW,unr,gift,PAME,2513,C
S21,cc5,5,deg,HF,rel,prove,SHOW,972,C
S21,cc5,6,clr,NW,unr,casket,DISWOUL,1460,E
S21,cc5,7,clr,HF,rel,report,TELL,1473,C
S21,cc5,8,clr,LF,rel,snail,SLIMY,903,C
S21,cc5,9,clr,NW,unr,wasted,WEERD,1025,E
S21,cc5,10,deg,HF,unr,smash,HARD,1135,C
S21,cc5,11,deg,HF,rel,brief,SHORT,977,C
S21,cc5,12,clr,LF,unr,rail,MELT,1145,E
S21,cc5,13,deg,NW,unr,boat,VIRMER,994,C
S21,cc5,14,clr,NW,unr,helium,INTERVESS,2137,C
S21,cc5,15,clr,LF,unr,stingy,MATH,1716,E
S21,cc5,16,clr,HF,unr,bench,POINT,1462,C
S21,cc5,17,clr,NW,unr,virtue,WOINS,1147,C
S21,cc5,18,deg,NW,unr,corpse,BOULER,1515,C
S21,cc5,19,deg,HF,rel,century,YEAR,719,C
S21,cc5,20,clr,HF,unr,bleach,PRESENT,2369,E
S21,cc5,21,clr,NW,unr,boring,TICED,1866,C
S21,cc5,22,deg,NW,unr,ease,EXVAIM,1167,C
S21,cc5,23,clr,LF,rel,fray,TEAR,895,E
S21,cc5,24,clr,NW,unr,ball,DISBAMP,1043,C
S21,cc5,25,clr,HF,rel,mayor,CITY,583,C
S21,cc5,26,deg,HF,rel,alley,STREET,623,C
S21,cc5,27,clr,HF,rel,journal,WRITE,502,C
S21,cc5,28,clr,HF,rel,plow,FIELD,673,C
S21,cc5,29,deg,HF,rel,late,NIGHT,550,C
S21,cc5,30,clr,LF,rel,stuck,GLUE,1247,E
S21,cc5,31,clr,NW,unr,avenue,POSTSIRM,949,C
S21,cc5,32,deg,NW,unr,garlic,TOOMS,893,C
S21,cc5,33,clr,NW,unr,spank,GOIL,936,C
S21,cc5,34,clr,NW,unr,whip,BERE,851,C
S21,cc5,35,deg,NW,unr,brush,NOAL,1311,C
S21,cc5,36,deg,NW,unr,worst,NAKE,906,C
S21,cc5,37,clr,NW,unr,brandy,TRANSHORD,678,C
S21,cc5,38,deg,NW,unr,song,VEATH,793,C
S21,cc5,39,deg,NW,unr,correct,FODE,600,C
S21,cc5,40,clr,LF,rel,dump,GARBAGE,1136,E
S21,cc5,41,clr,NW,unr,push,BIAL,1417,C
S21,cc5,42,clr,LF,unr,omelet,PUSH,928,E
S21,cc5,43,clr,NW,unr,calm,PLOGED,1617,C
S21,cc5,44,deg,LF,unr,mask,PANTS,1408,E
S21,cc5,45,clr,NW,unr,neat,DURFER,1647,C
S21,cc5,46,deg,NW,unr,liberty,TRUDE,1069,E
S21,cc5,47,deg,HF,rel,private,ALONE,1098,C
S21,cc5,48,clr,NW,unr,boots,DERON,1420,C
S21,cc5,49,deg,NW,unr,fingers,FOKEL,1888,C
S21,cc5,50,clr,NW,unr,bitter,CORTED,964,C
S21,cc5,51,clr,NW,unr,ceiling,HILK,1037,C
S21,cc5,52,deg,NW,unr,explode,MEERS,995,C
S21,cc5,53,clr,LF,rel,shame,GUILT,1657,E
S21,cc5,54,deg,NW,unr,shape,ABLERM,846,C
S21,cc5,55,deg,HF,rel,hike,WALK,827,C
S21,cc5,56,clr,LF,rel,noisy,LOUD,745,C
S21,cc5,57,clr,HF,unr,voice,CASE,875,E
S21,cc5,58,deg,HF,unr,loop,SPACE,1230,C
S21,cc5,59,deg,NW,unr,stream,BIST,2012,C
S21,cc5,60,clr,NW,unr,watch,UNFERO,938,C
S21,cc5,61,deg,NW,unr,college,NERM,901,C
S21,cc5,62,clr,NW,unr,desert,REJATHED,1088,C
S21,cc5,63,clr,LF,unr,hail,PINT,1668,E
S21,cc5,64,clr,HF,rel,handle,CARE,985,C
S21,cc5,65,clr,LF,unr,seam,HIDE,801,C
S21,cc5,66,deg,LF,unr,ritual,ROUND,912,C
S21,cc5,67,clr,NW,unr,dark,GAKER,1563,C
S21,cc5,68,clr,NW,unr,grizzly,PRALE,1148,E
S21,cc5,69,deg,HF,rel,dock,BOAT,740,C
S21,cc5,70,clr,NW,unr,solid,HERME,871,C
S21,cc5,71,deg,LF,rel,scar,UGLY,707,C
S21,cc5,72,clr,NW,unr,jacket,GROPEL,1157,C
S21,cc5,73,clr,HF,rel,parent,FATHER,662,C
S21,cc5,74,deg,LF,rel,reel,POLE,1579,C
S21,cc5,75,deg,NW,unr,inhale,VACK,955,C
S21,cc5,76,clr,LF,rel,straw,SODA,1060,C
S21,cc5,77,deg,HF,rel,novel,READ,633,C
S21,cc5,78,clr,NW,unr,phase,VADES,1310,C
S21,cc5,79,clr,LF,rel,symbol,SIGN,665,C
S21,cc5,80,deg,LF,rel,latch,LOCK,1133,C
S21,cc5,81,deg,NW,unr,stain,SACE,1231,E
S21,cc5,82,clr,LF,unr,hawk,CARDS,901,C
S21,cc5,83,deg,NW,unr,heel,PAIME,865,C
S21,cc5,84,deg,NW,unr,past,PROLEEL,1149,C
S21,cc5,85,clr,LF,unr,carrots,JOKE,2415,C
S21,cc5,86,clr,LF,unr,trench,NERVOUS,621,C
S21,cc5,87,clr,NW,unr,peel,NAFTS,756,C
S21,cc5,88,deg,NW,unr,risk,DIPER,613,E
S21,cc5,89,deg,NW,unr,fangs,ROOR,627,C
S21,cc5,90,deg,LF,unr,flannel,SWIM,1017,C
S21,cc5,91,deg,NW,unr,lump,VARED,816,C
S21,cc5,92,deg,LF,unr,force,EGGS,1390,C
S21,cc5,93,deg,HF,unr,cigar,LONG,1158,C
S21,cc5,94,deg,NW,unr,future,REGEEP,856,C
S21,cc5,95,deg,NW,unr,moon,GAFT,997,C
S21,cc5,96,deg,HF,rel,broken,HEART,668,C
S21,cc5,97,clr,LF,unr,wisdom,BALLOON,829,C
S21,cc5,98,clr,HF,unr,rude,GONE,538,C
S21,cc5,99,clr,HF,unr,retain,GAMBLE,420,C
S21,cc5,100,deg,HF,unr,wager,HOLD,530,C
S21,cc5,101,deg,LF,rel,graft,SKIN,460,C
S21,cc5,102,deg,NW,unr,closet,LOMED,841,E
S21,cc5,103,clr,NW,unr,strange,NONWAIM,687,C
S21,cc5,104,deg,NW,unr,throat,BIRES,995,C
S21,cc5,105,clr,HF,rel,pour,LIQUID,602,C
S21,cc5,106,clr,NW,unr,nest,REJONG,1153,C
S21,cc5,107,deg,NW,unr,judge,DIATHED,978,C
S21,cc5,108,deg,HF,unr,glove,FEMALE,619,C
S21,cc5,109,clr,NW,unr,sheep,PURD,752,C
S21,cc5,110,deg,LF,rel,stale,BREAD,594,C
S21,cc5,111,clr,NW,unr,fear,HOAFER,634,C
S21,cc5,112,clr,NW,unr,cape,EXMIRD,608,C
S21,cc5,113,clr,NW,unr,lion,NEEPS,855,E
S21,cc5,114,clr,LF,rel,hope,GLORY,716,C
S21,cc5,115,deg,NW,unr,find,HEAN,495,E
S21,cc5,116,deg,LF,unr,impact,REEF,737,E
S21,cc5,117,deg,HF,unr,jeans,HOTEL,539,C
S21,cc5,118,deg,HF,unr,guide,HOME,580,C
S21,cc5,119,deg,NW,unr,clue,HOMPS,829,C
S21,cc5,120,deg,NW,unr,kill,VIRD,715,C
S21,cc5,121,deg,NW,unr,where,NENTS,541,C
S21,cc5,122,clr,NW,unr,measure,PRENITY,486,E
S21,cc5,123,deg,NW,unr,shiver,NIFTS,650,C
S21,cc5,124,clr,HF,rel,fair,RIDE,783,C
S21,cc5,125,clr,HF,rel,examine,STUDY,526,C
S21,cc5,126,deg,NW,unr,biscuit,TORD,681,C
S21,cc5,127,deg,NW,unr,plate,AJURD,877,C
S21,cc5,128,clr,HF,rel,gate,OPEN,873,C
S21,cc5,129,deg,HF,rel,tank,ARMY,548,C
S21,cc5,130,deg,NW,unr,spice,RAIM,686,C
S21,cc5,131,deg,NW,unr,plain,DANDEL,722,C
S21,cc5,132,deg,LF,unr,prune,WOOL,724,C
S21,cc5,133,deg,NW,unr,seek,VORD,629,C
S21,cc5,134,clr,LF,rel,quail,DUCK,859,C
S21,cc5,135,deg,LF,rel,captive,HOSTAGE,600,C
S21,cc5,136,deg,HF,rel,gloves,HANDS,480,C
S21,cc5,137,deg,NW,unr,death,HESTEL,683,C
S21,cc5,138,clr,LF,unr,uniform,ORANGE,1055,C
S21,cc5,139,clr,HF,rel,granite,STONE,452,C
S21,cc5,140,clr,NW,unr,eternal,PREPERN,624,E
S21,cc5,141,deg,NW,unr,middle,SUBRUCT,1102,E
S21,cc5,142,clr,HF,unr,serial,PLAY,618,C
S21,cc5,143,deg,LF,unr,missile,CORN,464,C
S21,cc5,144,deg,NW,unr,saltine,PROGOLLS,653,C
S21,cc5,145,clr,HF,rel,choice,PICK,959,C
S21,cc5,146,clr,NW,unr,rabbit,FLEEPED,903,E
S21,cc5,147,deg,HF,unr,spirit,WINE,682,C
S21,cc5,148,clr,NW,unr,artery,VACER,750,C
S21,cc5,149,deg,NW,unr,frame,FARDED,703,C
S21,cc5,150,clr,LF,rel,famine,HUNGER,642,C
S21,cc5,151,deg,LF,rel,sailor,NAVY,504,C
S21,cc5,152,deg,LF,unr,melody,HURT,500,C
S21,cc5,153,clr,NW,unr,whiskey,FASHIN,510,E
S21,cc5,154,deg,LF,unr,thaw,TRAIN,608,C
S21,cc5,155,deg,NW,unr,used,ANTIPOLD,791,C
S21,cc5,156,clr,LF,unr,toaster,FLOWER,486,C
S21,cc5,157,clr,NW,unr,full,MESTED,753,E
S21,cc5,158,clr,NW,unr,last,DIATOOF,1163,C
S21,cc5,159,clr,NW,unr,minute,RERN,891,C
S21,cc5,160,clr,NW,unr,husk,DEAT,886,C
S21,cc5,161,clr,HF,unr,mirage,PULL,802,E
S21,cc5,162,deg,NW,unr,magic,SUBDOOP,889,C
S21,cc5,163,clr,HF,unr,knock,LIFE,693,E
S21,cc5,164,clr,HF,rel,town,COUNTRY,575,C
S21,cc5,165,deg,LF,unr,prank,BUNNY,663,C
S21,cc5,166,clr,LF,unr,snorkel,SHIRT,732,E
S21,cc5,167,deg,HF,rel,scout,GIRL,534,C
S21,cc5,168,deg,NW,unr,clove,JAMPER,1759,C
S21,cc5,169,clr,NW,unr,skinny,JOAD,968,C
S21,cc5,170,deg,HF,rel,stiff,BOARD,992,E
S21,cc5,171,deg,LF,rel,cobra,SNAKE,560,C
S21,cc5,172,clr,NW,unr,neck,FELD,505,E
S21,cc5,173,clr,LF,rel,rinse,WASH,491,C
S21,cc5,174,clr,NW,unr,violet,ABDESS,823,C
S21,cc5,175,deg,NW,unr,live,DEFITY,582,C
S21,cc5,176,clr,NW,unr,bourbon,GLIDEL,494,C
S21,cc5,177,clr,NW,unr,child,GLIPS,904,C
S21,cc5,178,deg,HF,rel,gravity,EARTH,516,C
S21,cc5,179,deg,NW,unr,drawing,KENTED,814,C
S21,cc5,180,deg,LF,unr,fragile,ANGER,573,C
S21,cc5,181,clr,NW,unr,chair,UNSOADER,597,C
S21,cc5,182,deg,HF,unr,mare,IDEA,876,E
S21,cc5,183,deg,HF,rel,guest,FRIEND,3440,C
S21,cc5,184,clr,HF,unr,brave,HEAD,695,C
S21,cc5,185,clr,NW,unr,perfume,MEROT,379,E
S21,cc5,186,deg,NW,unr,lobster,HICE,1410,C
S21,cc5,187,clr,LF,rel,plead,GUILTY,601,C
S21,cc5,188,clr,LF,unr,yarn,JUICE,832,C
S21,cc5,189,clr,HF,unr,storage,CIRCLE,813,C
S21,cc5,190,deg,LF,rel,robbery,THIEF,556,C
S21,cc5,191,deg,LF,rel,crumb,CAKE,709,C
S21,cc5,192,clr,NW,unr,racket,BAVE,1112,C
S21,cc5,193,deg,LF,unr,musk,PRIEST,1230,E
S21,cc5,194,clr,LF,rel,team,SPORT,484,C
S21,cc5,195,clr,HF,rel,meadow,GRASS,719,C
S21,cc5,196,deg,LF,unr,rise,SILVER,706,C
S21,cc5,197,clr,NW,unr,sketch,FANTOM,870,C
S21,cc5,198,deg,HF,unr,tractor,VISION,961,C
S21,cc5,199,clr,HF,rel,beam,LIGHT,1146,C
S21,cc5,200,clr,NW,unr,proper,DEBIRT,684,C
S21,cc5,201,deg,HF,rel,donor,GIVE,592,C
S21,cc5,202,deg,HF,unr,steam,SORRY,726,C
S21,cc5,203,clr,LF,unr,bunch,OYSTER,665,E
S21,cc5,204,clr,HF,unr,pause,WHEN,453,C
S21,cc5,205,clr,NW,unr,drunk,STAPEL,562,E
S21,cc5,206,clr,HF,unr,gender,HAND,386,C
S21,cc5,207,clr,NW,unr,finish,UNCHIM,706,C
S21,cc5,208,deg,LF,unr,pound,MAIL,694,C
S21,cc5,209,clr,LF,rel,pickle,SOUR,760,C
S21,cc5,210,deg,LF,unr,mussel,BANANA,1033,C
S21,cc5,211,deg,NW,unr,spook,INTHID,623,C
S21,cc5,212,clr,LF,rel,grain,SAND,548,C
S21,cc5,213,deg,NW,unr,pain,LIPER,605,C
S21,cc5,214,deg,HF,unr,compass,SEAT,645,C
S21,cc5,215,deg,LF,unr,liar,DONKEY,491,C
S21,cc5,216,deg,NW,unr,icing,CONTRANAIM,708,C
S21,cc5,217,clr,LF,unr,fury,BREAK,903,C
S21,cc5,218,clr,LF,rel,skip,JUMP,723,C
S21,cc5,219,clr,LF,rel,juggler,VEIN,550,E
S21,cc5,220,clr,NW,unr,chalk,DOLFIN,918,C
S21,cc5,221,clr,NW,unr,male,BOAFE,961,C
S21,cc5,222,clr,HF,unr,must,CENTER,826,C
S21,cc5,223,deg,HF,unr,piano,NUMBER,807,C
S21,cc5,224,clr,NW,unr,funny,HIFT,486,E
S21,cc5,225,clr,LF,unr,offend,TUNE,858,C
S21,cc5,226,clr,HF,rel,outcome,FINAL,725,C
S21,cc5,227,deg,HF,rel,cuddle,BEAR,1047,C
S21,cc5,228,clr,NW,unr,baby,GIREN,717,C
S21,cc5,229,deg,NW,unr,dress,MUCTS,927,E
S21,cc5,230,clr,LF,unr,drum,RUBBER,849,E
S21,cc5,231,deg,LF,unr,wedding,STICKY,741,C
S21,cc5,232,clr,HF,unr,strand,TAKE,823,C
S21,cc5,233,clr,HF,rel,appeal,LIKE,549,C
S21,cc5,234,clr,NW,unr,razor,NIDE,558,E
S21,cc5,235,clr,LF,rel,daring,BRAVE,446,C
S21,cc5,236,clr,NW,unr,sail,WIET,827,C
S21,cc5,237,clr,HF,unr,pity,ENGINE,1226,C
S21,cc5,238,clr,HF,unr,domain,LEAD,791,C
S21,cc5,239,deg,NW,unr,flask,SEMINART,711,C
S21,cc5,240,clr,NW,unr,mammal,SORN,794,C
S21,cc5,241,deg,HF,rel,shadow,DARK,652,C
S21,cc5,242,clr,NW,unr,stove,UNBERM,753,C
S21,cc5,243,deg,NW,unr,stand,HITY,915,C
S21,cc5,244,clr,NW,unr,green,BIETER,926,C
S21,cc5,245,deg,HF,rel,design,MAKE,1271,C
S21,cc5,246,deg,NW,unr,person,VIND,660,C
S21,cc5,247,deg,NW,unr,sight,JIOT,809,C
S21,cc5,248,deg,LF,unr,curse,SHOWER,1160,C
S21,cc5,249,clr,NW,unr,stud,JACE,873,E
S21,cc5,250,deg,NW,unr,place,VELLS,782,C
S21,cc5,251,clr,HF,unr,lodge,BLUE,525,C
S21,cc5,252,clr,NW,unr,palm,GACKEL,1480,C
S21,cc5,253,deg,NW,unr,danger,CRIG,668,C
S21,cc5,254,clr,NW,unr,coral,TIET,1088,C
S21,cc5,255,clr,HF,rel,marble,FLOOR,933,C
S21,cc5,256,clr,NW,unr,robber,DERD,655,C
S21,cc5,257,deg,NW,unr,step,PAFTER,755,C
S21,cc5,258,deg,LF,unr,orchid,OVEN,596,E
S21,cc5,259,deg,NW,unr,giggle,JAINS,693,C
S21,cc5,260,deg,NW,unr,cement,BUCT,392,C
S21,cc5,261,clr,NW,unr,tooth,MUELED,487,C
S21,cc5,262,deg,HF,unr,costume,GARDEN,516,E
S21,cc5,263,deg,HF,rel,yawn,TIRED,998,C
S21,cc5,264,clr,HF,unr,blaze,CHANGE,605,C
S21,cc5,265,deg,NW,unr,knob,REET,644,C
S21,cc5,266,deg,NW,unr,apology,PIMEL,921,C
S21,cc5,267,deg,LF,rel,waves,OCEAN,741,C
S21,cc5,268,clr,NW,unr,onion,POAT,885,C
S21,cc5,269,clr,NW,unr,east,NACE,721,C
S21,cc5,270,deg,LF,rel,cliff,HANGER,868,C
S21,cc5,271,deg,NW,unr,dead,LORKED,624,C
S21,cc5,272,deg,LF,unr,grove,NURSE,630,E
S21,cc5,273,clr,LF,rel,vest,JACKET,804,C
S21,cc5,274,deg,NW,unr,value,PREHOIN,690,C
S21,cc5,275,clr,HF,unr,gray,BREATH,1030,C
S21,cc5,276,deg,NW,unr,desire,KOOF,636,C
S21,cc5,277,clr,LF,rel,dungeon,JAIL,818,C
S21,cc5,278,clr,NW,unr,chance,FARPER,656,C
S21,cc5,279,clr,LF,rel,mints,CANDY,901,C
S21,cc5,280,clr,LF,unr,mule,CHEAT,1729,E
S21,cc5,281,clr,HF,unr,complex,DESTROY,514,C
S21,cc5,282,deg,NW,unr,ghost,WOATER,653,C
S21,cc5,283,clr,NW,unr,trace,MIPER,770,C
S21,cc5,284,clr,LF,unr,robe,PURPLE,594,C
S21,cc5,285,clr,NW,unr,muffin,VEEP,762,C
S21,cc5,286,deg,LF,unr,spider,FROG,570,C
S21,cc5,287,deg,NW,unr,fishing,TELD,739,C
S21,cc5,288,deg,NW,unr,worn,NEEK,836,C
S21,cc5,289,clr,NW,unr,excuse,DOMP,636,C
S21,cc5,290,deg,HF,unr,exhale,BLACK,1185,C
S21,cc5,291,clr,HF,rel,free,COST,561,C
S21,cc5,292,clr,NW,unr,drug,VELP,682,C
S21,cc5,293,clr,HF,unr,logic,RIGHT,1150,E
S21,cc5,294,deg,LF,unr,monarch,BIRD,1158,E
S21,cc5,295,clr,NW,unr,lonely,TODELL,800,C
S21,cc5,296,clr,LF,unr,pigeon,RULER,478,C
S21,cc5,297,deg,NW,unr,drink,DEHIET,794,C
S21,cc5,298,clr,NW,unr,village,SAMP,1178,C
S21,cc5,299,deg,LF,rel,foolish,DUMB,1257,E
S21,cc5,300,deg,HF,unr,core,HAVE,910,E
S21,cc5,301,clr,NW,unr,liver,GIPER,400,E
S21,cc5,302,deg,NW,unr,bacon,ROFT,839,C
S21,cc5,303,clr,HF,rel,justice,PEACE,837,C
S21,cc5,304,clr,NW,unr,cash,VOLKEL,723,C
S21,cc5,305,clr,LF,unr,barrier,CRASH,709,C
S21,cc5,306,deg,LF,rel,attack,DEFEND,1336,C
S21,cc5,307,clr,LF,unr,tarnish,SHINE,1618,E
S21,cc5,308,clr,NW,unr,site,RISHED,792,C
S21,cc5,309,deg,NW,unr,sharp,VABY,648,C
S21,cc5,310,deg,LF,rel,panther,TIGER,1212,E
S21,cc5,311,deg,HF,unr,term,PLANT,595,C
S21,cc5,312,deg,LF,rel,stomach,ACHE,667,C
S21,cc5,313,clr,NW,unr,slither,SOOFS,591,C
S21,cc5,314,clr,NW,unr,singer,PROWAMP,1175,C
S21,cc5,315,deg,LF,rel,walrus,TUSK,856,C
S21,cc5,316,deg,LF,rel,seal,STAMP,692,C
S21,cc5,317,clr,LF,rel,awkward,WEIRD,552,C
S21,cc5,318,clr,NW,unr,cough,GEENER,833,C
S21,cc5,319,deg,NW,unr,tall,FOOR,576,E
S21,cc5,320,clr,HF,unr,cork,SCHOOL,767,C
S21,cc5,321,deg,NW,unr,bomb,HOLKS,848,E
S21,cc5,322,clr,LF,rel,subtle,HINT,646,E
S21,cc5,323,deg,NW,unr,doctor,FRIMER,706,C
S21,cc5,324,clr,NW,unr,horror,HISHES,614,E
S21,cc5,325,deg,HF,unr,reality,DOOR,947,C
S21,cc5,326,deg,HF,rel,nails,FINGER,669,C
S21,cc5,327,deg,NW,unr,write,GINED,738,C
S21,cc5,328,deg,LF,rel,throne,KING,612,C
S21,cc5,329,deg,LF,rel,referee,SOCCER,586,C
S21,cc5,330,deg,LF,unr,warmth,FRIGHT,961,C
S21,cc5,331,clr,HF,unr,theory,HORSE,555,C
S21,cc5,332,clr,NW,unr,star,NADER,707,C
S21,cc5,333,clr,HF,rel,hose,WATER,678,C
S21,cc5,334,clr,NW,unr,quiet,TERE,666,E
S21,cc5,335,clr,LF,rel,squeak,MOUSE,630,C
S21,cc5,336,clr,LF,unr,scary,HEAT,492,C
S21,cc5,337,clr,NW,unr,dislike,TORM,841,C
S21,cc5,338,deg,NW,unr,soar,GIAL,774,C
S21,cc5,339,clr,NW,unr,toad,WINT,742,C
S21,cc5,340,clr,HF,rel,fact,FIGURE,455,C
